show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s01174,Movie,The Secret Island 143,Riya Sharma,Daniel Kim,Germany,"September 29, 2015",1992,TV-MA,150 min,International Movies,A movie about ambition and the unexpected challenges that change everything.
s01175,Movie,Desert Storm 69,Robert Davis,Chris Taylor,United States,"March 27, 2020",2012,TV-MA,75 min,Stand-Up Comedy,A movie about adventure and the unexpected challenges that change everything.
s01176,Movie,Edge of Tomorrow 79,Daniel Lee,Riya Kapoor,Canada,"February 26, 2017",2007,R,82 min,Dramas,A movie about ambition and the unexpected challenges that change everything.
s01177,TV Show,The Silent Witness 258,Raj Mehta,Arjun Mehta,Singapore,"September 14, 2016",2018,R,6 Seasons,Action and Adventure,A tv show about adventure and the unexpected challenges that change everything.
s01178,Movie,The Secret Island 109,Sarah Williams,Priya Shah,Mexico,"July 26, 2017",1999,TV-PG,75 min,Anime Series,A movie about family and the unexpected challenges that change everything.
s01179,TV Show,Dangerous Game 105,Anil Verma,Arjun Mehta,Australia,"January 23, 2018",1997,R,5 Seasons,Horror Movies,A tv show about ambition and the unexpected challenges that change everything.
s01180,Movie,Love in Paris 191,Sarah Williams,Sarah Lee,Canada,"March 8, 2015",2003,TV-14,110 min,Crime TV Shows,A movie about love and the unexpected challenges that change everything.
s01181,TV Show,The Silent Witness 117,James Anderson,Arjun Mehta,United States,"June 4, 2016",2000,G,2 Seasons,Sports Movies,A tv show about adventure and the unexpected challenges that change everything.
s01182,Movie,Lost in the Stars 298,Emma Johnson,Vikram Singh,South Korea,"June 23, 2019",2002,TV-MA,82 min,Horror Movies,A movie about ambition and the unexpected challenges that change everything.
s01183,Movie,Hidden Truth 141,Arjun Patel,Emily Stone,Mexico,"April 2, 2018",2001,TV-PG,101 min,International Movies,A movie about survival and the unexpected challenges that change everything.
s01184,TV Show,Mystery House 74,James Anderson,Amit Verma,South Korea,"July 2, 2016",2017,TV-PG,6 Seasons,Crime TV Shows,A tv show about justice and the unexpected challenges that change everything.
s01185,Movie,Lost in the Stars 199,Anil Verma,Raj Kumar,Spain,"March 14, 2015",1991,NR,120 min,Documentaries,A movie about friendship and the unexpected challenges that change everything.
s01186,TV Show,Ocean of Fire 60,Raj Mehta,Vikram Singh,Brazil,"November 17, 2019",2012,TV-14,3 Seasons,Documentaries,A tv show about ambition and the unexpected challenges that change everything.
s01187,Movie,Winter Nights 296,Daniel Lee,Vikram Singh,India,"June 27, 2019",2021,TV-MA,90 min,International TV Shows,A movie about justice and the unexpected challenges that change everything.
s01188,Movie,Hidden Truth 151,Priya Kapoor,Amit Verma,France,"February 19, 2019",2018,R,75 min,Documentaries,A movie about justice and the unexpected challenges that change everything.
s01189,Movie,The Golden Road 197,Anil Verma,Amit Verma,Japan,"June 28, 2015",2012,PG,75 min,Anime Series,A movie about mystery and the unexpected challenges that change everything.
s01190,Movie,Winter Nights 89,Raj Mehta,Sarah Lee,Singapore,"January 4, 2017",2020,PG,110 min,Documentaries,A movie about adventure and the unexpected challenges that change everything.
s01191,Movie,Into the Wild 236,Aarav Sharma,Sarah Lee,Brazil,"February 26, 2017",2012,R,120 min,Crime TV Shows,A movie about love and the unexpected challenges that change everything.
s01192,Movie,Rise of the Phoenix 130,Raj Mehta,John Smith,Singapore,"July 28, 2015",2014,NR,82 min,Horror Movies,A movie about friendship and the unexpected challenges that change everything.
s01193,Movie,Mystery House 220,Michael Brown,Daniel Kim,United Kingdom,"July 16, 2019",1999,TV-14,90 min,Horror Movies,A movie about adventure and the unexpected challenges that change everything.
s01194,Movie,Code Zero 195,John Carter,Emma Clark,Mexico,"May 25, 2019",2015,NR,101 min,Romantic Movies,A movie about adventure and the unexpected challenges that change everything.
s01195,Movie,Ocean of Fire 75,Neha Singh,Priya Shah,Spain,"August 16, 2016",2011,R,101 min,Sci-Fi and Fantasy,A movie about justice and the unexpected challenges that change everything.
s01196,TV Show,Mystery House 214,Priya Kapoor,Michael Brown,Singapore,"April 30, 2018",2016,NR,1 Season,International TV Shows,A tv show about ambition and the unexpected challenges that change everything.
s01197,TV Show,Dark Secrets 144,David Wilson,Sophia Martin,Germany,"January 30, 2019",2021,G,5 Seasons,Anime Series,A tv show about love and the unexpected challenges that change everything.
s01198,TV Show,Dangerous Game 15,Arjun Patel,Raj Kumar,Brazil,"March 13, 2021",2014,G,4 Seasons,Action and Adventure,A tv show about mystery and the unexpected challenges that change everything.
s01199,TV Show,The Last Warrior 35,Riya Sharma,Amit Verma,Australia,"February 24, 2019",2012,TV-PG,3 Seasons,Stand-Up Comedy,A tv show about justice and the unexpected challenges that change everything.
s01200,Movie,Hidden Truth 100,Chris Taylor,Olivia James,France,"May 6, 2021",1996,NR,82 min,Crime TV Shows,A movie about love and the unexpected challenges that change everything.
s01201,TV Show,Desert Storm 144,Arjun Patel,Daniel Kim,United Kingdom,"November 19, 2021",2004,R,1 Season,Dramas,A tv show about survival and the unexpected challenges that change everything.
s01202,Movie,The Great Escape 232,James Anderson,Emma Clark,France,"October 10, 2017",2008,PG,120 min,Music and Musicals,A movie about mystery and the unexpected challenges that change everything.
s01203,Movie,Mystery House 80,John Carter,Emma Clark,United States,"October 22, 2019",2009,TV-14,120 min,Romantic Movies,A movie about adventure and the unexpected challenges that change everything.
s01204,Movie,Winter Nights 273,Neha Singh,Michael Brown,Brazil,"April 27, 2019",2020,PG,150 min,Music and Musicals,A movie about survival and the unexpected challenges that change everything.
s01205,Movie,Desert Storm 7,Aarav Sharma,David Wilson,France,"January 29, 2021",2016,R,95 min,Music and Musicals,A movie about friendship and the unexpected challenges that change everything.
s01206,TV Show,Edge of Tomorrow 215,Sofia Martin,Raj Kumar,Mexico,"June 1, 2016",1995,TV-PG,3 Seasons,Sports Movies,A tv show about love and the unexpected challenges that change everything.
s01207,Movie,A New Beginning 126,Daniel Lee,Vikram Singh,Spain,"May 21, 2021",2014,TV-PG,75 min,International Movies,A movie about family and the unexpected challenges that change everything.
s01208,Movie,Mystery House 174,James Anderson,David Wilson,Mexico,"January 2, 2019",2013,TV-14,150 min,Horror Movies,A movie about ambition and the unexpected challenges that change everything.
s01209,Movie,City of Dreams 26,Neha Singh,Michael Brown,Mexico,"July 6, 2021",2020,PG-13,150 min,Stand-Up Comedy,A movie about mystery and the unexpected challenges that change everything.
s01210,TV Show,The Golden Road 75,Neha Singh,John Smith,India,"July 31, 2018",1995,PG,8 Seasons,Thrillers,A tv show about mystery and the unexpected challenges that change everything.
s01211,Movie,The Golden Road 78,Priya Kapoor,David Wilson,Mexico,"April 27, 2018",2008,PG-13,75 min,Romantic Movies,A movie about justice and the unexpected challenges that change everything.
s01212,Movie,The Silent Witness 21,Sarah Williams,John Smith,Brazil,"November 18, 2016",2011,G,150 min,Anime Series,A movie about mystery and the unexpected challenges that change everything.
s01213,Movie,The Golden Road 222,Neha Singh,Priya Shah,United Kingdom,"April 22, 2018",2016,PG,90 min,Thrillers,A movie about adventure and the unexpected challenges that change everything.
s01214,TV Show,The Great Escape 179,David Wilson,Various Artists,India,"September 13, 2018",2009,NR,5 Seasons,Horror Movies,A tv show about love and the unexpected challenges that change everything.
s01215,Movie,The Final Mission 109,Aarav Sharma,Priya Shah,Brazil,"December 18, 2017",1990,R,101 min,Anime Series,A movie about justice and the unexpected challenges that change everything.
s01216,Movie,Mystery House 200,Sarah Williams,Priya Shah,India,"July 10, 2015",2013,PG-13,82 min,Stand-Up Comedy,A movie about family and the unexpected challenges that change everything.
s01217,Movie,A New Beginning 35,John Carter,Arjun Mehta,United States,"December 8, 2016",2016,R,135 min,Music and Musicals,A movie about family and the unexpected challenges that change everything.
s01218,Movie,The Silent Witness 246,Aarav Sharma,Michael Brown,Brazil,"January 22, 2016",2002,TV-MA,75 min,International Movies,A movie about adventure and the unexpected challenges that change everything.
s01219,Movie,Code Zero 7,Raj Mehta,David Wilson,Spain,"September 7, 2016",2016,PG-13,135 min,Music and Musicals,A movie about survival and the unexpected challenges that change everything.
s01220,Movie,The Last Warrior 219,Neha Singh,Arjun Mehta,South Korea,"August 10, 2020",2005,PG,110 min,Documentaries,A movie about survival and the unexpected challenges that change everything.
s01221,TV Show,Future World 172,James Anderson,David Wilson,Spain,"August 24, 2017",2012,TV-MA,3 Seasons,Crime TV Shows,A tv show about family and the unexpected challenges that change everything.
s01222,Movie,The Silent Witness 298,Chris Taylor,David Wilson,Mexico,"February 20, 2018",2010,TV-PG,75 min,International Movies,A movie about mystery and the unexpected challenges that change everything.
s01223,Movie,Desert Storm 63,Daniel Lee,Riya Kapoor,Germany,"November 20, 2016",1993,NR,150 min,Anime Series,A movie about adventure and the unexpected challenges that change everything.
s01224,TV Show,The Silent Witness 187,Anil Verma,Raj Kumar,Italy,"January 21, 2021",2020,PG,8 Seasons,Comedies,A tv show about survival and the unexpected challenges that change everything.
s01225,Movie,Future World 227,Chris Taylor,Sarah Lee,Spain,"March 6, 2021",2005,NR,120 min,Action and Adventure,A movie about survival and the unexpected challenges that change everything.
s01226,Movie,Love in Paris 48,Arjun Patel,Emily Stone,Mexico,"November 13, 2018",2021,G,101 min,Horror Movies,A movie about love and the unexpected challenges that change everything.
s01227,Movie,Dream Catcher 175,Karan Malhotra,Neha Patel,Brazil,"August 12, 2020",2019,TV-MA,90 min,Music and Musicals,A movie about family and the unexpected challenges that change everything.
s01228,Movie,Hidden Truth 116,Riya Sharma,Chris Taylor,United Kingdom,"September 2, 2016",2003,NR,82 min,Music and Musicals,A movie about adventure and the unexpected challenges that change everything.
s01229,TV Show,Ocean of Fire 253,Priya Kapoor,Priya Shah,Brazil,"March 22, 2016",2018,TV-14,1 Season,Anime Series,A tv show about friendship and the unexpected challenges that change everything.
s01230,Movie,City of Dreams 95,Anil Verma,David Wilson,Brazil,"February 19, 2016",2006,PG-13,95 min,Children and Family Movies,A movie about justice and the unexpected challenges that change everything.
s01231,TV Show,The Secret Island 116,Sarah Williams,Amit Verma,Australia,"November 13, 2017",2012,NR,1 Season,Crime TV Shows,A tv show about adventure and the unexpected challenges that change everything.
s01232,Movie,Edge of Tomorrow 50,John Carter,Arjun Mehta,France,"February 17, 2020",2011,G,150 min,Anime Series,A movie about adventure and the unexpected challenges that change everything.
s01233,Movie,Ocean of Fire 79,Emma Johnson,Emily Stone,Japan,"December 18, 2016",1995,TV-14,82 min,Action and Adventure,A movie about survival and the unexpected challenges that change everything.
s01234,Movie,The Golden Road 50,Priya Kapoor,Emily Stone,Spain,"May 7, 2021",1993,PG,90 min,Crime TV Shows,A movie about ambition and the unexpected challenges that change everything.
s01235,Movie,Broken Hearts 264,Raj Mehta,Olivia James,United States,"April 13, 2021",2004,R,120 min,Anime Series,A movie about survival and the unexpected challenges that change everything.
s01236,Movie,Winter Nights 190,Sofia Martin,Amit Verma,Australia,"January 22, 2016",2004,R,82 min,Stand-Up Comedy,A movie about friendship and the unexpected challenges that change everything.
s01237,TV Show,Into the Wild 189,Chris Taylor,Arjun Mehta,United Kingdom,"August 30, 2017",2021,PG-13,8 Seasons,Documentaries,A tv show about justice and the unexpected challenges that change everything.
s01238,Movie,Future World 222,Chris Taylor,Amit Verma,Spain,"July 3, 2018",2009,PG-13,90 min,Comedies,A movie about survival and the unexpected challenges that change everything.
s01239,TV Show,Hidden Truth 269,Karan Malhotra,Emily Stone,Japan,"January 22, 2017",1990,NR,6 Seasons,Horror Movies,A tv show about justice and the unexpected challenges that change everything.
s01240,Movie,Hidden Truth 79,James Anderson,Ananya Singh,Brazil,"June 29, 2016",2001,PG,90 min,Horror Movies,A movie about adventure and the unexpected challenges that change everything.
s01241,TV Show,Desert Storm 98,Aarav Sharma,Priya Shah,Singapore,"July 9, 2021",2007,NR,6 Seasons,Stand-Up Comedy,A tv show about mystery and the unexpected challenges that change everything.
s01242,TV Show,Dangerous Game 192,David Wilson,Raj Kumar,Australia,"December 24, 2021",2018,G,3 Seasons,Anime Series,A tv show about justice and the unexpected challenges that change everything.
s01243,TV Show,Beyond the Horizon 38,James Anderson,David Wilson,India,"July 9, 2017",2003,PG-13,3 Seasons,Horror Movies,A tv show about ambition and the unexpected challenges that change everything.
s01244,TV Show,The Last Kingdom 209,Michael Brown,Arjun Mehta,Brazil,"January 27, 2016",1994,TV-MA,8 Seasons,Sci-Fi and Fantasy,A tv show about justice and the unexpected challenges that change everything.
s01245,TV Show,Mystery House 89,David Wilson,Neha Patel,United Kingdom,"August 31, 2017",2013,NR,6 Seasons,Music and Musicals,A tv show about mystery and the unexpected challenges that change everything.
s01246,Movie,The Secret Island 85,Michael Brown,Daniel Kim,Canada,"December 6, 2015",2018,R,75 min,International TV Shows,A movie about family and the unexpected challenges that change everything.
s01247,Movie,Future World 22,Michael Brown,David Wilson,France,"January 26, 2017",1992,TV-PG,75 min,International Movies,A movie about survival and the unexpected challenges that change everything.
